ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x870a ,VADRES09DEL01 ,26,5,0.0,0.0,0.11,0.11,20-03-2022,23:40:00,23:50:00,conditions Cloudy,Low ,2,Buffet ,scooter ,1,No ,Urban ,(min) 21
0xb9d2 ,SURRES13DEL01 ,23,4.9,21.170096,72.789122,21.180096,72.799122,11-03-2022,09:35:00,09:50:00,conditions Windy,Low ,2,Buffet ,electric_scooter ,1,No ,NaN ,(min) 12
0xcc44 ,LUDHRES18DEL03 ,30,4.2,30.890184,75.829615,30.980184,75.919615,18-02-2022,18:30:00,18:35:00,conditions Cloudy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 42
0x840b ,RANCHIRES11DEL01 ,37,4.5,23.359194,85.325447,23.469194,85.435447,10-03-2022,17:35:00,17:50:00,conditions Sunny,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x3f9f ,RANCHIRES01DEL01 ,34,4.5,23.416792,85.316842,23.526792,85.426842,29-03-2022,23:10:00,23:20:00,conditions Fog,Low ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 38
0x3f06 ,MUMRES04DEL02 ,31,4.8,19.254567,72.848923,19.274567,72.868923,11-03-2022,09:00:00,09:05:00,conditions Windy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 20
0x3f2c ,INDORES07DEL03 ,25,4.7,22.722634,75.886959,22.752634,75.916959,09-03-2022,22:15:00,22:20:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 18
0x75f2 ,CHENRES05DEL03 ,24,4.9,13.058616,80.264151,13.148616,80.354151,16-03-2022,22:20:00,22:25:00,conditions Sandstorms,Low ,2,Buffet ,scooter ,0,NaN ,Urban ,(min) 11
0x69cc ,RANCHIRES14DEL03 ,33,4.9,0.0,0.0,0.06,0.06,15-03-2022,22:40:00,22:45:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x98bd ,HYDRES13DEL03 ,31,4.5,17.431477,78.40035,17.521477,78.49035,04-04-2022,19:45:00,19:50:00,conditions Fog,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 47
0xb556 ,VADRES08DEL02 ,38,4.8,0.0,0.0,0.02,0.02,09-03-2022,08:40:00,08:45:00,conditions Windy,Low ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 24
0xa8ac ,SURRES15DEL03 ,36,4.9,21.160522,72.771477,21.250522,72.861477,20-03-2022,19:10:00,19:25:00,conditions Cloudy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 35
0x71bc ,MYSRES09DEL02 ,38,4.8,12.323194,76.630583,12.453194,76.760583,20-03-2022,23:55:00,00:00:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xc631 ,AURGRES01DEL02 ,28,4.8,19.876219,75.346017,19.896219,75.366017,15-02-2022,10:10:00,10:20:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x71b ,BANGRES12DEL03 ,NaN ,NaN ,12.939496,77.625999,12.969496,77.655999,09-03-2022,NaN ,20:10:00,conditions Cloudy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 25
0x416 ,INDORES08DEL03 ,NaN ,NaN ,22.725748,75.898497,22.785747,75.958497,05-04-2022,NaN ,22:30:00,conditions NaN,NaN ,3,Drinks ,scooter ,1,No ,Metropolitian ,(min) 26
0x8df ,JAPRES20DEL02 ,NaN ,NaN ,26.956431,75.776649,27.006431,75.826649,03-04-2022,NaN ,19:40:00,conditions Cloudy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 28
0x84a8 ,SURRES04DEL02 ,28,4.7,21.173493,72.801953,21.253493,72.881953,04-04-2022,19:10:00,19:20:00,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 38
0xa0d1 ,VADRES11DEL01 ,39,4.7,22.308096,73.167753,22.318096,73.177753,17-03-2022,08:10:00,08:15:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xd51b ,LUDHRES19DEL02 ,20,4.8,30.902872,75.826808,30.922872,75.846808,15-02-2022,10:15:00,10:25:00,conditions Windy,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 11
0xae00 ,SURRES13DEL01 ,36,4.9,21.170096,72.789122,21.280096,72.899122,23-03-2022,17:25:00,17:40:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 31
0xe1ec ,ALHRES04DEL01 ,27,4.6,0.0,0.0,0.01,0.01,15-02-2022,09:30:00,09:45:00,conditions Stormy,Low ,2,Meal ,electric_scooter ,0,No ,Urban ,(min) 10
0xc673 ,ALHRES14DEL02 ,20,5,25.459775,81.834841,25.509775,81.884841,17-02-2022,19:45:00,19:55:00,conditions Fog,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 26
0xcb6f ,GOARES03DEL02 ,22,2.6,15.574828,73.766883,15.654828,73.846883,18-02-2022,23:10:00,23:15:00,conditions Sunny,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 41
0xd830 ,ALHRES01DEL03 ,20,3.1,25.454648,81.834502,25.594648,81.974502,14-02-2022,23:10:00,23:20:00,conditions Sunny,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 35
0x84da ,MUMRES20DEL01 ,21,4.6,19.103249,72.846749,19.213249,72.956749,04-04-2022,19:35:00,19:40:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x643 ,HYDRES14DEL02 ,NaN ,NaN ,17.426228,78.407495,17.446228,78.427495,07-03-2022,NaN ,10:10:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 17
0xcc1 ,HYDRES04DEL01 ,22,4.8,17.411028,78.329645,17.421028,78.339645,28-03-2022,11:10:00,11:15:00,conditions Fog,High ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 22
0xc195 ,KNPRES15DEL03 ,36,4.9,26.482419,80.320939,26.512419,80.350939,15-02-2022,17:10:00,17:15:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 39
0xb35d ,PUNERES03DEL03 ,25,4.1,18.554382,73.798206,18.644382,73.888206,02-04-2022,20:40:00,20:45:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 38
0x958c ,BANGRES15DEL03 ,21,4.6,12.975377,77.696664,13.035377,77.756664,19-03-2022,23:00:00,23:15:00,conditions Cloudy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 18
0x18f9 ,MUMRES17DEL01 ,23,5,19.121999,72.908493,19.131999,72.918493,03-03-2022,08:45:00,08:50:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 15
0x58dc ,COIMBRES03DEL02 ,22,4.8,11.025083,77.015393,11.045083,77.035393,19-03-2022,08:50:00,09:05:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 14
0x6afc ,VADRES07DEL02 ,20,5,0.0,0.0,0.02,0.02,26-03-2022,09:45:00,09:50:00,conditions Sunny,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17
0xdd93 ,LUDHRES16DEL02 ,27,4.8,30.895817,75.813112,30.975817,75.893112,12-02-2022,18:50:00,19:05:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 44
0x4e50 ,INDORES04DEL02 ,22,5,22.753659,75.903365,22.773659,75.923365,03-03-2022,11:10:00,11:20:00,conditions Fog,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 25
0xe013 ,KOCRES07DEL02 ,20,4.7,9.985697,76.281128,10.035697,76.331128,17-02-2022,20:20:00,20:35:00,conditions Sunny,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x6c28 ,MYSRES13DEL01 ,29,3.6,12.310972,76.659264,12.320972,76.669264,24-03-2022,11:30:00,11:45:00,conditions Sunny,High ,0,Buffet ,motorcycle ,3,No ,Metropolitian ,(min) 48
0x434e ,COIMBRES09DEL02 ,37,4.2,11.008638,76.984311,11.088638,77.064311,06-03-2022,18:10:00,18:15:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 39
0x2083 ,BANGRES07DEL03 ,29,4.6,12.978453,77.643685,13.008453,77.673685,30-03-2022,18:15:00,18:25:00,conditions Cloudy,Medium ,2,Buffet ,scooter ,0,No ,Urban ,(min) 14
0xdecb ,DEHRES01DEL01 ,36,4.6,0.0,0.0,0.07,0.07,16-02-2022,17:20:00,17:25:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 36
0x4a32 ,MYSRES03DEL03 ,37,4.6,12.299524,76.64262,12.389524,76.73262,04-04-2022,20:00:00,20:10:00,conditions Sunny,Jam ,2,Meal ,scooter ,1,No ,Urban ,(min) 22
0x4c6 ,MYSRES08DEL03 ,NaN ,NaN ,12.297954,76.665169,12.387954,76.755169,27-03-2022,NaN ,19:00:00,conditions Windy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 23
0x83b7 ,VADRES12DEL01 ,35,4.7,0.0,0.0,0.01,0.01,19-03-2022,09:10:00,09:25:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Urban ,(min) 26
0x85b6 ,HYDRES010DEL02 ,21,4.7,17.428294,78.404423,17.558294,78.534423,27-03-2022,20:35:00,20:40:00,conditions Windy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 24
0x7b6f ,JAPRES02DEL03 ,32,4.7,26.914142,75.805704,27.004142,75.895704,10-03-2022,20:55:00,21:00:00,conditions Sunny,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 21
0xae87 ,SURRES04DEL02 ,30,5,21.173493,72.801953,21.193493,72.821953,07-03-2022,08:45:00,08:50:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 27
0x533e ,INDORES04DEL01 ,37,4.3,22.753659,75.903365,22.823659,75.973365,04-03-2022,21:15:00,21:20:00,conditions Fog,Jam ,2,Drinks ,scooter ,2,Yes ,Metropolitian ,(min) 40
0x1765 ,MYSRES11DEL01 ,29,4.6,12.323225,76.630028,12.393225,76.700028,02-04-2022,21:30:00,21:45:00,conditions Cloudy,Jam ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 35
0x8514 ,JAPRES12DEL02 ,22,4.8,26.902908,75.792934,26.952908,75.842934,01-03-2022,18:15:00,18:30:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xdeb7 ,AGRRES03DEL03 ,30,4.5,27.160832,78.011608,27.220832,78.071608,13-02-2022,17:25:00,17:40:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x5179 ,INDORES03DEL01 ,28,4.7,22.751857,75.866699,22.791857,75.906699,01-04-2022,15:50:00,16:05:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 27
0x891a ,BANGRES18DEL01 ,25,4.8,12.913041,77.683237,12.953041,77.723237,17-03-2022,14:30:00,14:35:00,conditions Stormy,High ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xaffa ,INDORES14DEL03 ,20,4.6,22.761593,75.886362,22.821593,75.946362,05-03-2022,17:45:00,17:55:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,1,NaN ,Metropolitian ,(min) 10
0x575 ,JAPRES19DEL01 ,NaN ,NaN ,-26.913726,75.75282,26.923726,75.762821,19-03-2022,NaN ,10:10:00,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x3fd9 ,VADRES13DEL03 ,37,3.7,22.310237,73.158921,22.400237,73.248921,06-04-2022,23:40:00,23:45:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 33
0xbc6c ,MYSRES010DEL01 ,31,4.9,12.321214,76.621094,12.361214,76.661094,13-03-2022,16:25:00,16:30:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xaf58 ,MUMRES03DEL02 ,23,4.3,19.22384,72.841347,19.30384,72.921347,04-04-2022,21:45:00,21:50:00,conditions Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 43
0x4c39 ,MUMRES11DEL02 ,38,4.3,18.994237,72.825553,19.044237,72.875553,11-03-2022,18:30:00,18:35:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 35
0xa63e ,COIMBRES010DEL03 ,20,5,11.003008,76.97544,11.033008,77.00544,11-03-2022,18:40:00,18:45:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x4c95 ,RANCHIRES19DEL02 ,27,4.6,23.333017,85.3172,23.463017,85.4472,04-04-2022,21:30:00,21:45:00,conditions Stormy,Jam ,2,Meal ,scooter ,1,No ,Urban ,(min) 26
0x2bfd ,PUNERES010DEL02 ,30,4.2,18.539299,73.897902,18.559299,73.917902,07-03-2022,10:15:00,10:20:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 26
0x5bae ,MYSRES19DEL03 ,29,4.6,12.334022,76.618203,12.394022,76.678203,17-03-2022,22:40:00,22:50:00,conditions Cloudy,Low ,2,Snack ,electric_scooter ,1,No ,NaN ,(min) 10
0x9516 ,INDORES17DEL02 ,31,5,22.761226,75.887522,22.811226,75.937522,26-03-2022,20:10:00,20:20:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,(min) 15
0xdad2 ,AURGRES20DEL02 ,32,4.5,0.0,0.0,0.08,0.08,14-02-2022,21:25:00,21:40:00,conditions Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 32
0x5d3c ,MUMRES09DEL02 ,33,4.9,18.994049,72.825203,19.014049,72.845203,01-04-2022,08:45:00,08:50:00,conditions Sunny,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 12
0x4d60 ,MUMRES18DEL02 ,31,4.4,19.1093,72.825451,19.1593,72.875451,26-03-2022,22:35:00,22:45:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x5198 ,COIMBRES19DEL02 ,28,4.8,11.022298,76.998349,11.042298,77.018349,21-03-2022,10:50:00,10:55:00,conditions Cloudy,Low ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 12
0x2d66 ,VADRES16DEL03 ,21,4.7,0.0,0.0,0.09,0.09,02-04-2022,20:50:00,20:55:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Urban ,(min) 26
0x9b50 ,VADRES13DEL01 ,35,4.5,22.310237,73.158921,22.320237,73.168921,01-04-2022,10:45:00,11:00:00,conditions Fog,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 23
0x910e ,HYDRES04DEL02 ,31,4.8,17.411028,78.329645,17.541028,78.459645,25-03-2022,18:10:00,18:25:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 36
0xa250 ,PUNERES11DEL01 ,33,4.7,18.533811,73.899315,18.603811,73.969315,14-03-2022,21:30:00,21:35:00,conditions Stormy,Jam ,1,Drinks ,scooter ,1,No ,NaN ,(min) 27
0x811c ,MUMRES17DEL01 ,21,4.7,19.121999,72.908493,19.231999,73.018493,08-03-2022,22:55:00,23:00:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 15
0xe37 ,PUNERES16DEL01 ,25,4.6,18.536718,73.830327,18.606718,73.900327,16-03-2022,23:25:00,23:40:00,conditions Windy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 17
0xcbd6 ,KNPRES08DEL01 ,22,4.8,0.0,0.0,0.07,0.07,18-02-2022,23:00:00,23:05:00,conditions Fog,Low ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 26
0x5f57 ,MUMRES01DEL03 ,28,4.5,19.12663,72.829976,19.15663,72.859976,09-03-2022,23:25:00,23:40:00,conditions Fog,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 19
0xd0f0 ,GOARES19DEL02 ,35,4,0.0,0.0,0.08,0.08,12-02-2022,22:00:00,22:15:00,conditions Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 51
0x55fd ,MYSRES14DEL01 ,30,4.7,0.0,0.0,0.01,0.01,19-03-2022,11:50:00,11:55:00,conditions Windy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x8088 ,MUMRES14DEL03 ,32,4.6,19.1813,72.836191,19.2113,72.866191,17-03-2022,23:00:00,23:10:00,conditions Fog,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 17
0x667a ,MYSRES19DEL01 ,38,4.9,12.334022,76.618203,12.344022,76.628203,05-04-2022,09:30:00,09:35:00,conditions Fog,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 17
0x67be ,MYSRES18DEL03 ,20,4.9,12.337928,76.617889,12.397928,76.677889,05-03-2022,19:55:00,20:10:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 13
0xc1e5 ,KOLRES17DEL01 ,23,5,22.569358,88.433452,22.579358,88.443452,11-02-2022,09:20:00,09:35:00,conditions Sandstorms,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 16
0xbe6 ,COIMBRES16DEL01 ,27,4.6,11.010375,76.95295,11.120375,77.06295,06-03-2022,23:55:00,00:10:00,conditions Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 26
0x7939 ,SURRES16DEL01 ,38,4.5,21.160437,72.774209,21.270437,72.884209,06-04-2022,21:35:00,21:40:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 43
0x2360 ,INDORES08DEL01 ,33,5,22.725748,75.898497,22.835748,76.008497,14-03-2022,18:25:00,18:35:00,conditions Windy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 26
0x25c3 ,MYSRES16DEL02 ,21,4.7,12.316967,76.603067,12.396967,76.683067,04-03-2022,21:55:00,22:05:00,conditions Stormy,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 27
0x2442 ,BANGRES05DEL03 ,21,2.6,12.970324,77.645748,13.060324,77.735748,02-04-2022,23:15:00,23:20:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 38
0x99dd ,INDORES010DEL01 ,23,4.3,22.75004,75.902847,22.82004,75.972847,23-03-2022,18:40:00,18:45:00,conditions Cloudy,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 35
0xd994 ,LUDHRES17DEL03 ,27,4,30.893384,75.821202,31.033384,75.961202,12-02-2022,21:00:00,21:10:00,conditions Fog,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x94b8 ,MUMRES19DEL01 ,38,4.3,19.131141,72.813074,19.17114,72.853074,05-03-2022,16:40:00,16:50:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 36
0xa4ca ,SURRES01DEL03 ,20,4.9,21.186438,72.794115,21.216438,72.824115,17-03-2022,17:20:00,17:35:00,conditions Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 23
0xd4eb ,ALHRES09DEL01 ,32,4.6,0.0,0.0,0.04,0.04,17-02-2022,14:25:00,14:35:00,conditions Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 25
0x6611 ,MUMRES08DEL01 ,20,3.5,19.065838,72.832658,19.175838,72.942658,20-03-2022,22:40:00,22:50:00,conditions Sunny,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 40
0xda81 ,GOARES19DEL01 ,21,4.6,0.0,0.0,0.07,0.07,16-02-2022,21:55:00,22:10:00,conditions Fog,Jam ,0,Meal ,motorcycle ,0,Yes ,Urban ,(min) 49
0xbc89 ,SURRES17DEL01 ,32,4.8,21.149569,72.772697,21.189569,72.812697,30-03-2022,15:25:00,15:30:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28
0x7b3f ,PUNERES14DEL03 ,34,4.1,18.516216,73.842527,18.606216,73.932527,14-03-2022,18:00:00,18:10:00,conditions Stormy,Medium ,2,Drinks ,motorcycle ,2,No ,Urban ,(min) 34
0xc083 ,DEHRES15DEL01 ,26,4.9,0.0,0.0,0.01,0.01,15-02-2022,11:20:00,11:35:00,conditions Stormy,High ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 16
0x34f8 ,MYSRES16DEL03 ,34,4.7,12.316967,76.603067,12.346967,76.633067,28-03-2022,18:40:00,18:50:00,conditions Stormy,Medium ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 27
0x2ed3 ,JAPRES19DEL02 ,36,5,26.913726,75.75282,27.043726,75.88282,12-03-2022,20:35:00,20:50:00,conditions Stormy,Jam ,0,Drinks ,motorcycle ,2,Yes ,Urban ,(min) 47
0xa5e4 ,PUNERES20DEL02 ,20,5,18.592718,73.773572,18.612718,73.793572,07-03-2022,09:10:00,09:15:00,conditions Stormy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 10
0xc06c ,LUDHRES19DEL01 ,36,5,-30.902872,75.826808,31.012872,75.936808,12-02-2022,18:10:00,18:20:00,conditions Windy,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xd3d5 ,DEHRES16DEL03 ,36,4.1,30.342509,78.061187,30.402509,78.121187,13-02-2022,17:40:00,17:55:00,conditions Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 34
0x610d ,INDORES13DEL01 ,24,4.8,22.745049,75.892471,22.855049,76.002471,02-03-2022,22:00:00,22:15:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 14
0x31f4 ,CHENRES07DEL02 ,20,4.8,13.081878,80.248519,13.101878,80.268519,11-03-2022,09:30:00,09:45:00,conditions Cloudy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 15
0x3688 ,PUNERES13DEL02 ,37,4,18.56245,73.916619,18.64245,73.996619,14-03-2022,23:30:00,23:40:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 35
0x7e2f ,RANCHIRES17DEL01 ,31,5,23.374878,85.335739,23.384878,85.345739,09-03-2022,10:45:00,10:55:00,conditions Sunny,Low ,1,Drinks ,scooter ,1,No ,Urban ,(min) 13
0xb744 ,HYDRES11DEL02 ,24,4.5,17.430448,78.418213,17.510448,78.498213,25-03-2022,21:30:00,21:45:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 30
0x44b6 ,PUNERES03DEL01 ,25,4.3,18.554382,73.798206,18.564382,73.808206,28-03-2022,09:40:00,09:55:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 25
0xd80 ,INDORES17DEL02 ,24,4.9,22.761226,75.887522,22.811226,75.937522,15-03-2022,22:15:00,22:25:00,conditions Stormy,Low ,1,Meal ,scooter ,0,No ,NaN ,(min) 11
0x8bcc ,BANGRES07DEL02 ,20,4.8,12.978453,77.643685,12.998453,77.663685,01-04-2022,08:55:00,09:05:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 17
0x7c2a ,PUNERES02DEL02 ,30,4.9,18.55144,73.804855,18.60144,73.854855,05-04-2022,23:10:00,23:25:00,conditions Cloudy,Low ,2,Snack ,scooter ,1,No ,Urban ,(min) 15
0x16b4 ,MUMRES13DEL02 ,NaN ,NaN ,19.178321,72.834715,19.308321,72.964715,12-03-2022,NaN ,21:50:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 31
0xd6ca ,ALHRES17DEL01 ,38,3.6,25.45235,81.841889,25.56235,81.951889,18-02-2022,18:25:00,18:30:00,conditions Sandstorms,Medium ,2,Drinks ,motorcycle ,1,No ,Urban ,(min) 31
0x9885 ,PUNERES20DEL02 ,38,4.3,18.592718,73.773572,18.642718,73.823572,01-04-2022,20:35:00,20:45:00,conditions Windy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 34
0x3c44 ,MYSRES16DEL03 ,24,4.3,12.316967,76.603067,12.376967,76.663067,13-03-2022,20:50:00,20:55:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 31
0x75f7 ,BANGRES01DEL02 ,32,4.6,12.933284,77.615428,13.013284,77.695428,31-03-2022,19:55:00,20:05:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,Yes ,Metropolitian ,(min) 43
0x5be6 ,MYSRES13DEL02 ,22,4.5,12.310972,76.659264,12.390972,76.739264,10-03-2022,20:40:00,20:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 47
0x3c6d ,JAPRES12DEL01 ,35,4.6,26.902908,75.792934,27.012908,75.902934,31-03-2022,21:10:00,21:15:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,Yes ,Semi-Urban ,(min) 47
0xe01f ,KOLRES08DEL01 ,33,4.1,22.53796,88.349843,22.57796,88.389843,15-02-2022,16:55:00,17:00:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x9236 ,PUNERES010DEL01 ,25,4.8,18.539299,73.897902,18.609299,73.967902,18-03-2022,18:55:00,19:10:00,conditions Stormy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 24
0x840d ,MUMRES01DEL01 ,38,4.8,19.12663,72.829976,19.13663,72.839976,24-03-2022,08:30:00,08:35:00,conditions Sandstorms,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 24
0xe0d3 ,KOCRES13DEL02 ,23,4.8,9.991703,76.293136,10.071703,76.373136,16-02-2022,18:35:00,18:40:00,conditions Stormy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 19
0x79d5 ,MUMRES010DEL02 ,32,4.1,19.003517,72.82765,19.083517,72.90765,18-03-2022,23:30:00,23:35:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 33
0x8e39 ,VADRES02DEL01 ,21,4.8,0.0,0.0,0.11,0.11,31-03-2022,23:10:00,23:15:00,conditions Stormy,Low ,1,Snack ,scooter ,1,NaN ,Metropolitian ,(min) 11
0xb122 ,CHENRES01DEL02 ,24,4.8,13.005801,80.250744,13.055801,80.300744,01-03-2022,22:35:00,22:40:00,conditions Fog,Low ,2,Drinks ,scooter ,0,No ,Urban ,(min) 11
0x71f7 ,RANCHIRES05DEL03 ,32,4.1,23.355164,85.324097,23.415164,85.384097,11-03-2022,21:15:00,21:30:00,conditions Stormy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 49
